Geo Point;Geo Shape;GR_ID;GR_NOM;ZDL_ID;ZDL_NOM;LDA_ID;LDA_NOM;GARE_NOM;INSEE_TXT;COMM_NOM;DPT_ID;ACCES_PMR
48.9332243044,2.03946745285;"{""type"": ""Polygon"", ""coordinates"": [[[2.038717172505321, 48.932997510072454], [2.038987520911404, 48.933228622974895], [2.03995130816632, 48.93367170691525], [2.04025795575839, 48.93336581173047], [2.039008955233086, 48.932806784002025], [2.038871778348107, 48.93282822101272], [2.038762852659777, 48.9328668574285], [2.038717172505321, 48.932997510072454]]]}";636;Poissy (nord);43182;Poissy (Gare Nord);64883;Poissy (Gare);POISSY;78498;Poissy;78;Oui
48.9808035549,1.98239056592;"{""type"": ""Polygon"", ""coordinates"": [[[1.982126261370807, 48.980404772922235], [1.982026121714068, 48.9803782339508], [1.981982732984279, 48.98063084408127], [1.98199457350502, 48.980711445673776], [1.98225720651341, 48.98089949596605], [1.98236846411551, 48.980986691903105], [1.982376673595603, 48.98102899592423], [1.982338730014386, 48.981074476806754], [1.982202149224362, 48.98108045663484], [1.982356780199979, 48.98116802056287], [1.982478880577326, 48.98119432913079], [1.982881732976375, 48.98093452264747], [1.982874144266082, 48.98088519235488], [1.982823712715308, 48.98085763127502], [1.982126261370807, 48.980404772922235]]]}";845;Vernouillet-Verneuil;47964;Vernouillet Verneuil;65691;Vernouillet Verneuil;VERNOUILLET-VERNEUIL;78642;Verneuil-sur-Seine;78;Non
48.5336379693,2.00763508244;"{""type"": ""Polygon"", ""coordinates"": [[[2.008315737357159, 48.533346047214245], [2.007921438955619, 48.533422742673075], [2.007078508015232, 48.53354882889015], [2.006633584661457, 48.5337302956425], [2.006319669960691, 48.533814626024096], [2.006747082645682, 48.53382733972172], [2.006787777631918, 48.533893137407674], [2.006882712446547, 48.53390922791986], [2.00862341708777, 48.533662059976535], [2.00854216423496, 48.53343408150923], [2.008477810693134, 48.533384196037346], [2.008315737357159, 48.533346047214245]]]}";227;Dourdan;43121;Dourdan (Gare);59836;Dourdan (Gare);DOURDAN;91200;Dourdan;91;Non
48.6908900587,2.38198133968;"{""type"": ""Polygon"", ""coordinates"": [[[2.381678094377158, 48.69039380918042], [2.38181849217379, 48.69101324175689], [2.381900852180808, 48.6912528453698], [2.38197159254171, 48.691289624648874], [2.382020608984295, 48.691298337333144], [2.382098845332378, 48.691289569808305], [2.382172459071247, 48.69126567604295], [2.382233293001955, 48.69122815190151], [2.382280141915845, 48.69118769855226], [2.382307640483746, 48.69114214746484], [2.38231719125065, 48.69105466866956], [2.382284770975416, 48.69097853169336], [2.381744804984917, 48.690313889995714], [2.381678094377158, 48.69039380918042]]]}";364;Juvisy (Mairie);45740;Juvisy (Côté Mairie);62737;Juvisy (Gare);JUVISY;91326;Juvisy-sur-Orge;91;Oui
48.699482323,2.50577239564;"{""type"": ""Polygon"", ""coordinates"": [[[2.505761574912841, 48.699862491784906], [2.506252741433821, 48.69932822419614], [2.506142103158564, 48.69916612830075], [2.506010571358062, 48.69902630729422], [2.505911405156256, 48.69909710973331], [2.505169756680775, 48.699695251418476], [2.505761574912841, 48.699862491784906]]]}";105;Brunoy;58873;Brunoy (Gare);67476;Brunoy (Gare);BRUNOY;91114;Brunoy;91;Non
48.7801827127,2.31335124527;"{""type"": ""Polygon"", ""coordinates"": [[[2.313392953604058, 48.78023628424951], [2.313555183102651, 48.780218406940314], [2.313504674941966, 48.780116265079585], [2.313180348832779, 48.780135342233315], [2.313168776962115, 48.780248549959104], [2.313392953604058, 48.78023628424951]]]}";92;Bourg-la-Reine;43097;Bourg-la-Reine (Gare);70033;Bourg-la-Reine (Gare);BOURG-LA-REINE;92014;Bourg-la-Reine;92;non
48.7553691225,2.3014196511;"{""type"": ""Polygon"", ""coordinates"": [[[2.301418336074174, 48.755748902349275], [2.301609859550445, 48.75571367455044], [2.301669542478344, 48.75566387549972], [2.301700968649939, 48.75561614359204], [2.301694726019714, 48.7555663241814], [2.301679052094348, 48.75553310808077], [2.301277681645348, 48.754885359583184], [2.301208599825353, 48.75491024662897], [2.301230530648151, 48.75497252515492], [2.301192848208815, 48.754987043724626], [2.30119281259898, 48.75503686062967], [2.301214714249964, 48.75514065338784], [2.30117704059422, 48.75514271750085], [2.301418336074174, 48.755748902349275]]]}";19;Antony;43066;Antony (Gare);69759;Antony (Gare);ANTONY;92002;Antony;92;Partielle
48.829436379,2.23005104735;"{""type"": ""Polygon"", ""coordinates"": [[[2.23095412065604, 48.82960169319426], [2.230911869699284, 48.829511359745446], [2.230822058324531, 48.82943464558346], [2.23067902435786, 48.829357577301714], [2.229826766596048, 48.82910342077771], [2.229673952570742, 48.82907864062715], [2.229113581278996, 48.82907265010637], [2.229036052835938, 48.82919708134433], [2.229406638356886, 48.829485024696055], [2.229544457972088, 48.82954897305101], [2.230350049055267, 48.8298004009993], [2.230540633058866, 48.82982071498335], [2.230722580142087, 48.82981631556396], [2.230845447313969, 48.8298036384235], [2.231020666680162, 48.82965365946623], [2.23095412065604, 48.82960169319426]]]}";644;Métro Pont de Sèvres;44481;Pont de Sèvres;70698;Pont de Sèvres;PONT DE SEVRES;92012;Boulogne-Billancourt;92;Oui
48.7875628056,2.36754920811;"{""type"": ""Polygon"", ""coordinates"": [[[2.36807291011503, 48.7883291395111], [2.36790162773007, 48.78797544670281], [2.36760299592456, 48.7873581241841], [2.367218288704637, 48.786563653810425], [2.367125394662983, 48.78665121008081], [2.367079357143061, 48.78673544472499], [2.367140904356936, 48.78689944004032], [2.367681379707458, 48.788319334409586], [2.36807291011503, 48.7883291395111]]]}";858;Métro Villejuif-Louis-Aragon;45049;Villejuif Louis Aragon;70143;Villejuif Louis Aragon;VILLEJUIF-LOUIS ARAGON;94076;Villejuif;94;Oui
48.9886166922,2.07505967195;"{""type"": ""Polygon"", ""coordinates"": [[[2.075130253075423, 48.98803577469199], [2.074660947162191, 48.989022280204956], [2.074768610009117, 48.98915864801157], [2.074757813740942, 48.9891947883603], [2.07482396070004, 48.98921154560802], [2.074902769014164, 48.98922002911501], [2.074978631108017, 48.98918906663919], [2.075483757946448, 48.98816198660917], [2.075429554520343, 48.98809946778172], [2.075332259214225, 48.988081586796], [2.075130253075423, 48.98803577469199]]]}";188;Conflans-Sainte-Honorine;43114;Conflans Fin d'Oise;73605;Conflans Fin d'Oise;CONFLANS-SAINTE-HONORINE;78172;Conflans-Sainte-Honorine;78;Partielle
48.7281881453,2.36006541105;"{""type"": ""Polygon"", ""coordinates"": [[[2.35996779554345, 48.72790948129276], [2.359923885505784, 48.727970169319754], [2.359621947973651, 48.72865583718643], [2.359597947299448, 48.7287356696733], [2.359624762212496, 48.72889573604922], [2.359822083296173, 48.72899769863513], [2.359842889725367, 48.72887728732244], [2.360218567641101, 48.72798616121551], [2.360281501221934, 48.72787012561232], [2.360345947320303, 48.72781441265041], [2.360502316139601, 48.727735289264096], [2.360710013235316, 48.72769451713049], [2.360859623560329, 48.72769722253424], [2.360938412313202, 48.727608163299664], [2.360539200591964, 48.727543198338125], [2.360409569521422, 48.72755392678557], [2.360287639896815, 48.727640850318366], [2.35996779554345, 48.72790948129276]]]}";8;Aéroport d'Orly-Ouest;42164;Aéroport d'Orly (Terminal Ouest);63284;Aéroport d'Orly (Terminal Ouest);AEROPORT D'ORLY - TERMINAL OUEST;91479;Paray-Vieille-Poste;91;Oui
49.0498739069,2.03437622002;"{""type"": ""Polygon"", ""coordinates"": [[[2.033061998536292, 49.049872819607714], [2.033122086378476, 49.05011699809964], [2.035670454908233, 49.04987970407233], [2.035634087283383, 49.04962844437953], [2.033061998536292, 49.049872819607714]]]}";126;Cergy-Saint-Christophe;47897;Cergy Saint-Christophe;66858;Cergy Saint-Christophe;CERGY-SAINT-CHRISTOPHE;95127;Cergy;95;Non
48.8550030889,2.773659704;"{""type"": ""Polygon"", ""coordinates"": [[[2.773094280385349, 48.85462507366048], [2.772986333495882, 48.85469087316331], [2.772953565381566, 48.85472057778876], [2.772934979266485, 48.85475334184466], [2.772930616145919, 48.85479383651473], [2.772945139670738, 48.854835814937054], [2.772999700051025, 48.85486985631952], [2.773089784038064, 48.85491933002868], [2.773035824664985, 48.854953786092786], [2.773986755566892, 48.85550904630244], [2.774186724836456, 48.85544445026279], [2.774325339329203, 48.85537853309385], [2.774412026240896, 48.855309700290064], [2.774423260128906, 48.85524582797829], [2.774054920386298, 48.85494365924751], [2.773357080717461, 48.85446215963015], [2.773094280385349, 48.85462507366048]]]}";831;Val d'Europe;43213;Gare de Val d'Europe;68266;Val d'Europe;VAL-D'EUROPE;77449;Serris;77;Oui
48.8236443357,2.54316571671;"{""type"": ""Polygon"", ""coordinates"": [[[2.543156125467336, 48.82372645611195], [2.543290404229409, 48.82381635214779], [2.544383894391265, 48.82406011522142], [2.544509836466448, 48.823875583607595], [2.543271358009373, 48.8235639174041], [2.542720945117467, 48.82344027227012], [2.541440899367976, 48.82316823285681], [2.5414069888321, 48.82326671616531], [2.542145140524195, 48.82343347150471], [2.542567360276214, 48.82357250724532], [2.542739120864064, 48.82360885804274], [2.543078210245033, 48.82367321296188], [2.54317549330133, 48.8236753689687], [2.543156125467336, 48.82372645611195]]]}";873;Villiers-sur-Marne-le Plessis-Trévise;43223;Villiers-sur-Marne Le Plessis-Trévise;73097;Villiers-sur-Marne Le Plessis-Trévise;VILLIERS-SUR-MARNE-PLESSIS-TREVISE;94079;Villiers-sur-Marne;94;Oui
48.6255223626,2.42819414199;"{""type"": ""Polygon"", ""coordinates"": [[[2.428294656956656, 48.625056834026154], [2.427987129902731, 48.62507630207448], [2.428011313021188, 48.625228737364004], [2.427899244675934, 48.62523391111556], [2.428033817406894, 48.62595790514219], [2.428124605143105, 48.62594952843125], [2.428497164962285, 48.62592431827168], [2.428351703368344, 48.62514604919544], [2.428294656956656, 48.625056834026154]]]}";262;Evry-Courcouronne (urbaine);47906;Évry Courcouronnes;60450;Évry Courcouronnes;EVRY-COURCOURONNES;91228;Évry;91;Oui
48.8813765236,2.35757328997;"{""type"": ""Polygon"", ""coordinates"": [[[2.35689961773456, 48.880565466436586], [2.356918885415416, 48.880697926304414], [2.357668651337754, 48.88227920512974], [2.358292887875594, 48.882184165030466], [2.357455164436729, 48.88044937793666], [2.35689961773456, 48.880565466436586]]]}";294;Paris-Gare du Nord;42415;Cail - Demarquay;73793;Cail - Demarquay;GARE DU NORD;75110;Paris 10e;75;Oui
48.8185003655,2.36010726353;"{""type"": ""Polygon"", ""coordinates"": [[[2.359714523460529, 48.81878697944876], [2.359722785534746, 48.81881843546725], [2.359744862425915, 48.81883996973906], [2.359782805724534, 48.81886063741548], [2.359927269984013, 48.818883590459464], [2.360846366244064, 48.81901599591393], [2.360894579525846, 48.81889996190535], [2.360075238833452, 48.81878723043903], [2.359945156161121, 48.818673576440915], [2.360238136994058, 48.81786642436176], [2.360187810642234, 48.81779378543551], [2.360021205142087, 48.817762683582856], [2.359714523460529, 48.81878697944876]]]}";678;Porte Italie;44506;Porte d'Italie;70596;Porte d'Italie;PORTE D'ITALIE;75113;Paris 13e;75;Oui
48.9699324089,2.07700844118;"{""type"": ""Polygon"", ""coordinates"": [[[2.075926234347498, 48.970153935791366], [2.075790081505344, 48.970263639459844], [2.076008305424539, 48.97035879205432], [2.077372566144939, 48.97031705787782], [2.077429665078289, 48.970250764524444], [2.077468835218218, 48.969995537499415], [2.077447682044979, 48.96921708787472], [2.077283725080586, 48.969218791500026], [2.077223441095809, 48.969280965870276], [2.077158311316405, 48.96929470407426], [2.077153780350288, 48.96934688104187], [2.077092042113515, 48.969384314598244], [2.077042459648705, 48.96942434169411], [2.07701973892902, 48.96948587246171], [2.077037405951311, 48.96991200877581], [2.077060181225701, 48.96994896944998], [2.077083061846061, 48.96997999832168], [2.077127428318688, 48.970021755566165], [2.077106055218219, 48.97008600264606], [2.077004483032074, 48.97016261826521], [2.076026171317606, 48.970207601914126], [2.075926234347498, 48.970153935791366]]]}";4;Achères Ville;47908;Achères Ville;73604;Achères Ville;ACHERES-VILLE;78005;Achères;78;Non
48.7649581384,2.16352748333;"{""type"": ""Polygon"", ""coordinates"": [[[2.163133531495274, 48.764915842004456], [2.163126077263688, 48.76501341457551], [2.163913973316841, 48.76500403227402], [2.163917894199169, 48.76489939947582], [2.163133531495274, 48.764915842004456]]]}";361;Jouy-en-Josas;43136;Jouy-en-Josas (Gare);63523;Jouy-en-Josas (Gare);JOUY-EN-JOSAS;78322;Jouy-en-Josas;78;
48.8614834542,2.31458064279;"{""type"": ""Polygon"", ""coordinates"": [[[2.314843479145323, 48.86161247498153], [2.314825665133903, 48.861336895542955], [2.314305492694652, 48.86136215584096], [2.31434124634748, 48.86162590466638], [2.314843479145323, 48.86161247498153]]]}";342;Invalides;43407;Invalides;71274;Invalides;INVALIDES;75107;Paris 7e;75;
48.8976951021,2.35951594201;"{""type"": ""Polygon"", ""coordinates"": [[[2.359368991495194, 48.89708396945471], [2.359353998935781, 48.8972229318212], [2.359472771621636, 48.89723599659363], [2.359450441625798, 48.897591858384764], [2.359398586603251, 48.898327214035454], [2.359582142384055, 48.898335479287326], [2.35963444087906, 48.89711486246478], [2.359368991495194, 48.89708396945471]]]}";663;Porte de la Chapelle;44517;Porte de La Chapelle;72064;Porte de La Chapelle;PORTE DE LA CHAPELLE;75118;Paris 18e;75;Oui
48.527931499,2.65525131784;"{""type"": ""Polygon"", ""coordinates"": [[[2.654259885748059, 48.528083227557616], [2.654199716960722, 48.52807829287504], [2.654152529835162, 48.528061018603815], [2.654095377554382, 48.52803324240482], [2.654165109704192, 48.52810961004493], [2.654236557383792, 48.5281431401215], [2.655263779989422, 48.528000967977455], [2.655544135565191, 48.528000860364976], [2.655645473182457, 48.527984492820664], [2.655698512285685, 48.5279566802927], [2.655760909785573, 48.5278676055334], [2.655822069603692, 48.52783088992701], [2.655952319759955, 48.52777711940924], [2.655977571074594, 48.5277516057203], [2.655837482492103, 48.527728879851765], [2.655277926401025, 48.527811991878416], [2.655236077759624, 48.527854713036746], [2.655211366453603, 48.52790700414239], [2.655217560468699, 48.527941120698834], [2.654259885748059, 48.528083227557616]]]}";518;Melun Gallieni (nord des voies);47909;Melun (Gare);61926;Melun (Gare);MELUN;77288;Melun;77;Non
48.5960015887,2.58471416075;"{""type"": ""Polygon"", ""coordinates"": [[[2.58429725146258, 48.595629444263864], [2.584074503348034, 48.59616274343064], [2.585042539964105, 48.596347836737216], [2.585117964015677, 48.59633857985344], [2.585224168910042, 48.5962643236668], [2.585380239823053, 48.59592571401558], [2.585352069981691, 48.59589854169911], [2.584921167211848, 48.59581654960605], [2.584954114498117, 48.595733839808084], [2.584573667481093, 48.5956575418941], [2.584367131823131, 48.595640398137746], [2.58429725146258, 48.595629444263864]]]}";774;Savigny-le-Temple - Nandy;47665;Savigny-le-Temple Nandy;62290;Savigny-le-Temple Nandy;SAVIGNY-LE-TEMPLE-NANDY;77445;Savigny-le-Temple;77;Non
48.6136546019,2.47188203001;"{""type"": ""Polygon"", ""coordinates"": [[[2.471043184133479, 48.613656547370425], [2.472591779870922, 48.614053632725295], [2.472777924082386, 48.61388487686954], [2.472532836133347, 48.613673970932666], [2.472401580260675, 48.613572887753634], [2.472373643365276, 48.61358466474907], [2.472102425038328, 48.613518012071644], [2.471866084418401, 48.613388901703566], [2.471711524127027, 48.61334001842409], [2.47129622050712, 48.61323811338113], [2.471043184133479, 48.613656547370425]]]}";190;Corbeil-Essonnes (nord des voies);43115;Corbeil-Essonnes (Gare);60309;Corbeil-Essonnes (Gare);CORBEIL-ESSONNES;91174;Corbeil-Essonnes;91;Partielle
48.2677772879,2.68601459972;"{""type"": ""Polygon"", ""coordinates"": [[[2.685746002028057, 48.26797471634313], [2.685693972311668, 48.26808932301261], [2.685921520586898, 48.26818236838088], [2.685970641852707, 48.268214325864754], [2.685977321522389, 48.268110610792476], [2.686006889796337, 48.26799540631811], [2.686092052137161, 48.26782565684724], [2.686224155284294, 48.26763177802386], [2.686410870283388, 48.2674589370747], [2.686316085654642, 48.26744821076011], [2.686133847989479, 48.26739344949952], [2.685852305826777, 48.26772789165311], [2.685919000259156, 48.26775170267048], [2.685899043358817, 48.26778324549301], [2.685746002028057, 48.26797471634313]]]}";567;Nemours-Saint-Pierre;43245;Nemours Saint-Pierre;61218;Nemours Saint-Pierre;NEMOURS-SAINT-PIERRE;77431;Saint-Pierre-lès-Nemours;77;oui
48.9567589339,2.87390971061;"{""type"": ""Polygon"", ""coordinates"": [[[2.874244707490428, 48.95774335651208], [2.874407765244326, 48.95780036198995], [2.874378349296788, 48.95756671075603], [2.874239786356436, 48.95756821651277], [2.874174835901704, 48.95753388647596], [2.87415322492265, 48.957506265256775], [2.874169232945472, 48.9574606007211], [2.874316427398184, 48.957380450361455], [2.874178131160869, 48.956769677823445], [2.873889803030352, 48.95588239259815], [2.873360361531875, 48.95595881673909], [2.87345248548186, 48.95638536688282], [2.873616174866587, 48.956365224801665], [2.873945688391519, 48.957686639590435], [2.874074772440156, 48.95767653648941], [2.874244707490428, 48.95774335651208]]]}";517;Meaux;43161;Meaux (Gare);68963;Meaux (Gare);MEAUX;77284;Meaux;77;Non
48.8475241386,2.25772069925;"{""type"": ""Polygon"", ""coordinates"": [[[2.257441070990954, 48.84775823863055], [2.258059731053053, 48.84775010174019], [2.258287175896288, 48.84754896628633], [2.258345919437792, 48.84733343807317], [2.256965836294943, 48.84735532292931], [2.257441070990954, 48.84775823863055]]]}";656;Porte d'Auteuil;44504;Porte d'Auteuil;71169;Porte d'Auteuil;PORTE D'AUTEUIL;75116;Paris 16e;75;Partielle
48.931071592,2.42603459546;"{""type"": ""Polygon"", ""coordinates"": [[[2.425262202863819, 48.93111067412482], [2.425601205235373, 48.93115945066718], [2.425979741434449, 48.931224594619486], [2.42603183564058, 48.93110821425649], [2.426986907857174, 48.93121557274445], [2.427019776022367, 48.93111674847032], [2.426945147745328, 48.931072611822714], [2.426411427328896, 48.93100533977195], [2.426330225003335, 48.931033503345695], [2.425353501006158, 48.93088117049799], [2.425262202863819, 48.93111067412482]]]}";404;Le Bourget;43231;Le Bourget;72641;Le Bourget (Gare);LE BOURGET;93013;Le Bourget;93;
48.9977059969,2.09925408028;"{""type"": ""Polygon"", ""coordinates"": [[[2.099556941966135, 48.99800228128708], [2.099702878208537, 48.99773228919882], [2.099682937202972, 48.9976675302961], [2.09962813753385, 48.99763315400399], [2.099160119508676, 48.99750274567811], [2.099058979763188, 48.9974796936584], [2.098769112450968, 48.99760091381795], [2.098679041051344, 48.99768257648757], [2.099138336656366, 48.99782248483762], [2.099288591010295, 48.997858963623585], [2.099556941966135, 48.99800228128708]]]}";187;Conflans-Fin-d'Oise;47447;Conflans-Sainte-Honorine (Gare);66095;Conflans Sainte-Honorine (Gare);CONFLANS-FIN-D'OISE;78172;Conflans-Sainte-Honorine;78;Partielle
48.9324732485,2.49610821729;"{""type"": ""Polygon"", ""coordinates"": [[[2.49515618307181, 48.93238830783139], [2.495459100637756, 48.932535784332764], [2.496692639787863, 48.93257143138507], [2.496982921748924, 48.93246204894786], [2.496978050107013, 48.932416909080224], [2.495375933239836, 48.93238956065468], [2.49515618307181, 48.93238830783139]]]}";34;Aulnay-sous-Bois  Nord;43071;Aulnay-sous-Bois (Gare);72646;Aulnay-sous-Bois (Gare);AULNAY-SOUS-BOIS;93005;Aulnay-sous-Bois;93;Non
48.8612406397,2.44121205127;"{""type"": ""Polygon"", ""coordinates"": [[[2.441055994781792, 48.86050811905084], [2.440929088178074, 48.860521558655165], [2.441361961858693, 48.86196399577791], [2.441488859481733, 48.86194484487123], [2.441494633504256, 48.86194674244302], [2.441055994781792, 48.86050811905084]]]}";477;Mairie de Montreuil;427121;Mairie de Montreuil - Rouget de Lisle;71785;Mairie de Montreuil;MAIRIE DE MONTREUIL;93048;Montreuil;93;Oui
49.0994121963,2.52515906891;"{""type"": ""Polygon"", ""coordinates"": [[[2.525226819051807, 49.09993841664624], [2.525343125785809, 49.09993744796532], [2.525269017557691, 49.09889088936307], [2.525097298508673, 49.09889021131386], [2.52496405785952, 49.0989603406644], [2.52505846269753, 49.09992633286041], [2.525226819051807, 49.09993841664624]]]}";804;Survilliers-Fosses;47958;Survilliers Fosses;69450;Survilliers Fosses;SURVILLIERS-FOSSES;95250;Fosses;95;Oui
48.862458596,2.44267967854;"{""type"": ""Polygon"", ""coordinates"": [[[2.443558335110211, 48.86239405026748], [2.443526359938193, 48.86228177565582], [2.441723811354442, 48.86254802957583], [2.44174418629331, 48.86263366700258], [2.443558335110211, 48.86239405026748]]]}";895;Mairie de Montreuil GR av Walwein;44052;Mairie de Montreuil;71785;Mairie de Montreuil;MAIRIE DE MONTREUIL;93048;Montreuil;93;
48.9879158229,1.70449205958;"{""type"": ""Polygon"", ""coordinates"": [[[1.705157526364303, 48.98752675506989], [1.705167716629939, 48.987529815766464], [1.705144976753374, 48.987506122014686], [1.704069437283997, 48.98795321997096], [1.704076190854867, 48.9879801128368], [1.703959623822124, 48.98807754913948], [1.703852244153927, 48.98822738529464], [1.703857518566951, 48.98830836965304], [1.704903686643351, 48.987892767792644], [1.705157526364303, 48.98752675506989]]]}";495;Mantes-la-Jolie;43244;Gare Routière;65931;Mantes-la-Jolie (Gare);MANTES-LA-JOLIE;78362;Mantes-la-Ville;78;Oui
48.7259935847,2.25711934786;"{""type"": ""Polygon"", ""coordinates"": [[[2.25754518249878, 48.72619264476568], [2.257631575545278, 48.72614273934309], [2.257153245710672, 48.72569984958149], [2.256979595801842, 48.725630250122165], [2.256609479859657, 48.72574904469886], [2.257156434730155, 48.72640508519397], [2.25754518249878, 48.72619264476568]]]}";511;Massy-Palaiseau -Vilmorin;58774;Massy Palaiseau;63244;Massy Palaiseau;MASSY-PALAISEAU;91377;Massy;91;Oui
48.8432587286,2.13814737171;"{""type"": ""Polygon"", ""coordinates"": [[[2.138526070301429, 48.84299379893909], [2.138515037882357, 48.84296326000398], [2.138343499352558, 48.84284752109069], [2.138250589894104, 48.84290900387749], [2.138085989051238, 48.84292114333429], [2.13779250971816, 48.84313985816509], [2.13771334446237, 48.84313072091392], [2.137424282700954, 48.84334375556572], [2.137444128672844, 48.84344003574974], [2.137483922757978, 48.84348696298706], [2.137541097183689, 48.843517834675666], [2.137627377294212, 48.84353273441853], [2.137685101657654, 48.84353029497832], [2.138053946629407, 48.84346346845653], [2.138351238002716, 48.84345037994684], [2.138824330526873, 48.84353279034235], [2.138854186654938, 48.84355870519021], [2.13890607508414, 48.843544293709336], [2.138806059819451, 48.84338843973007], [2.138564867588022, 48.84314723555622], [2.138526070301429, 48.84299379893909]]]}";372;Celle Saint-Cloud;47880;La Celle-Saint-Cloud (Gare);64251;La Celle-Saint-Cloud (Gare);LA CELLE-SAINT-CLOUD;78126;La Celle-Saint-Cloud;78;Non
48.7244194969,2.25943510144;"{""type"": ""Polygon"", ""coordinates"": [[[2.260682789503539, 48.72516834653553], [2.260220290149749, 48.72482600738719], [2.259739908741638, 48.72442417091616], [2.259501886117221, 48.72427526117063], [2.258567519098431, 48.72360691282919], [2.258220109302223, 48.72334963488093], [2.257949294222077, 48.7231699388642], [2.257764157945083, 48.72306939564878], [2.257593154840347, 48.72316164980407], [2.259523669425757, 48.72472441463182], [2.260453128130116, 48.725426945244756], [2.26061471101039, 48.725552042763724], [2.261101887154452, 48.72528851816118], [2.26084925330811, 48.72507923330233], [2.260682789503539, 48.72516834653553]]]}";510;Massy-Palaiseau - Atlantis;58774;Massy Palaiseau;63244;Massy Palaiseau;MASSY-PALAISEAU;91477;Palaiseau;91;Oui
48.9456749988,2.14374836898;"{""type"": ""Polygon"", ""coordinates"": [[[2.143481455499362, 48.945437270983206], [2.143645414696278, 48.94581896342925], [2.143597877320851, 48.94588738253308], [2.143675298141106, 48.9460354091658], [2.143980996112606, 48.94582887122182], [2.144011950983758, 48.94576976452018], [2.143805519278394, 48.94536931917121], [2.143481455499362, 48.945437270983206]]]}";490;Maisons-Laffitte;43155;Maisons-Laffitte (Gare);65048;Maisons-Laffitte (Gare);MAISONS-LAFFITTE;78358;Maisons-Laffitte;78;Non
48.8819230374,2.70569787128;"{""type"": ""Polygon"", ""coordinates"": [[[2.704801435369724, 48.881963435828496], [2.706542591049716, 48.88208192814527], [2.706609005939343, 48.882076380320214], [2.706653880432073, 48.88205174496363], [2.7066887180982, 48.88201566291038], [2.706703369585885, 48.88197667609845], [2.70669060164512, 48.881937622112765], [2.706669105563496, 48.88191092029874], [2.706627411331664, 48.881883216622846], [2.706574075546985, 48.8818726170899], [2.704565892940251, 48.88176488686524], [2.704801435369724, 48.881963435828496]]]}";398;Lagny - Thorigny - Pomponne;427872;Gare de Lagny Thorigny;68494;Lagny Thorigny (Gare);LAGNY-THORIGNY;77464;Thorigny-sur-Marne;77;oui
49.0387837691,1.57967974237;"{""type"": ""Polygon"", ""coordinates"": [[[1.579409653853901, 49.03851483947987], [1.579139049102117, 49.03872750054199], [1.579767921037095, 49.03909819027147], [1.580266572537787, 49.03874431675162], [1.579409653853901, 49.03851483947987]]]}";82;Bonnières-sur-Seine;55090;Bonnières (Gare routière);66741;Bonnières (Gare);BONNIERES;78089;Bonnières-sur-Seine;78;Partielle
48.9316516917,2.49433479311;"{""type"": ""Polygon"", ""coordinates"": [[[2.493633027930087, 48.93178803777127], [2.494636708863748, 48.931813688835355], [2.494840883435202, 48.93161349452797], [2.494753821025171, 48.93146798767255], [2.494837199362542, 48.93139241312433], [2.494496285473371, 48.931393830825876], [2.494557016914208, 48.93146715780612], [2.49412402225621, 48.93161641942703], [2.49373035505166, 48.931620705781086], [2.493633027930087, 48.93178803777127]]]}";35;Aulnay-sous-Bois  sud;43071;Aulnay-sous-Bois (Gare);72646;Aulnay-sous-Bois (Gare);AULNAY-SOUS-BOIS;93005;Aulnay-sous-Bois;93;Oui
48.7713528343,2.50818032769;"{""type"": ""Polygon"", ""coordinates"": [[[2.507919603010588, 48.77169505906376], [2.508195287545359, 48.771699140808224], [2.508195061052382, 48.771578629347665], [2.508417551566478, 48.77158212281739], [2.508453660376869, 48.77104189906148], [2.508217639709035, 48.77098964977758], [2.508208974639861, 48.77110592806396], [2.507946052621844, 48.77109734071383], [2.507919603010588, 48.77169505906376]]]}";799;Sucy-Bonneuil Est;58792;Sucy Bonneuil;72929;Sucy Bonneuil;SUCY-BONNEUIL;94071;Sucy-en-Brie;94;Non
48.7850474247,2.2371753025;"{""type"": ""Polygon"", ""coordinates"": [[[2.236271803012925, 48.78492193694248], [2.236333894221256, 48.78496088564152], [2.237640134490114, 48.78528084886257], [2.237726485862402, 48.78528615949442], [2.237761014804013, 48.78514121698967], [2.237738844393928, 48.78507551593738], [2.237777263158888, 48.784960106391644], [2.237673412696561, 48.78496943913734], [2.236419469664282, 48.784871478812036], [2.236406067863321, 48.78490137804257], [2.236332401688634, 48.78491518555265], [2.236271803012925, 48.78492193694248]]]}";175;Georges Pompidou-Clamart;50800;Georges Pompidou;70149;Georges Pompidou;CLAMART-GEORGES POMPIDOU;92023;Clamart;92;Oui
