Geo Point;Geo Shape;GR_ID;GR_NOM;ZDL_ID;ZDL_NOM;LDA_ID;LDA_NOM;GARE_NOM;INSEE_TXT;COMM_NOM;DPT_ID;ACCES_PMR
48.8387914791,2.65493051558;"{""type"": ""Polygon"", ""coordinates"": [[[2.656103858876433, 48.83826593859403], [2.65551251850271, 48.838240605910386], [2.653815692261096, 48.839116873732614], [2.653858688212716, 48.839156259900946], [2.653801036087626, 48.83920677737099], [2.653784544873994, 48.83924741954317], [2.653781053028529, 48.83928452984165], [2.653786706189112, 48.8393144205962], [2.65380231161701, 48.83934027152298], [2.65382473193554, 48.83935998166616], [2.653852864495364, 48.839381821791285], [2.653894163255423, 48.83939922756918], [2.653940260999334, 48.83941205696691], [2.653991751921156, 48.83941556316461], [2.654104757795897, 48.83938411258065], [2.654130113907309, 48.839415178170235], [2.656233490573643, 48.83837559051517], [2.656103858876433, 48.83826593859403]]]}";819;Torcy;43207;Torcy (Gare);68129;Torcy (Gare);TORCY;77468;Torcy;77;oui
48.9718503645,1.84844265227;"{""type"": ""Polygon"", ""coordinates"": [[[1.847962211999151, 48.971834973736165], [1.848165325324731, 48.97188451307783], [1.848198717998587, 48.97184557300116], [1.848238704316151, 48.9718352496883], [1.848591307083689, 48.971907639339385], [1.848907327619682, 48.97199990257181], [1.848975759468089, 48.97192917572634], [1.848738754090413, 48.97185956244557], [1.848408238725556, 48.9717690625329], [1.848256730904815, 48.971755710552], [1.847943919210833, 48.9717634143833], [1.847962211999151, 48.971834973736165]]]}";30;Aubergenville-Elisabethville;43070;Aubergenville Elisabethville;65490;Aubergenville Elisabethville (Gare);AUBERGENVILLE-ELISABETHVILLE;78029;Aubergenville;78;
48.9462465908,2.36461712851;"{""type"": ""Polygon"", ""coordinates"": [[[2.363605305635253, 48.94580158227605], [2.363208963455428, 48.946211462233], [2.365731936738282, 48.94670884512507], [2.365916278661769, 48.946248556501914], [2.363605305635253, 48.94580158227605]]]}";735;Métro Saint-Denis-Université;47893;Université Paris 8;72358;Saint-Denis Université;SAINT-DENIS-UNIVERSITE;93066;Saint-Denis;93;Partielle
48.5405056692,2.62378292705;"{""type"": ""Polygon"", ""coordinates"": [[[2.623926542901326, 48.540223085267435], [2.623339157878982, 48.54061798277594], [2.62360433023241, 48.54079057877217], [2.624238222576471, 48.54040269702209], [2.623926542901326, 48.540223085267435]]]}";409;Le Mée;45784;Le Mée-sur-Seine (Gare);62003;Le Mée-sur-Seine (Gare);LE MEE;77285;Le Mée-sur-Seine;77;
48.6066262311,2.30287459229;"{""type"": ""Polygon"", ""coordinates"": [[[2.302403335742424, 48.6061427227089], [2.302309329673417, 48.60626077484246], [2.302414947482641, 48.60647286885132], [2.302970541566258, 48.60690167799344], [2.303691302128739, 48.60710962877104], [2.303722155603525, 48.60705649562452], [2.303637353282565, 48.60703213554341], [2.303300580348052, 48.60683013895434], [2.302615749858748, 48.606248018895364], [2.302544857297895, 48.60618155688897], [2.302469664195614, 48.606168620747994], [2.302403335742424, 48.6061427227089]]]}";99;Bretigny-sur-Orge (est);43098;Brétigny (Gare);60247;Brétigny (Gare);BRETIGNY;91103;Brétigny-sur-Orge;91;Non
48.8436618825,2.61586425796;"{""type"": ""Polygon"", ""coordinates"": [[[2.615442427103304, 48.84375824732249], [2.615989588348123, 48.84377021285539], [2.616041006866877, 48.84383869389573], [2.616296286396337, 48.84383380210506], [2.616344240878396, 48.843783986120194], [2.61643728257296, 48.843780001339496], [2.616403339327137, 48.84365799589381], [2.615547073865007, 48.843641255973495], [2.61556290583338, 48.84326036427196], [2.61545909210662, 48.84325860291159], [2.615442427103304, 48.84375824732249]]]}";574;Noisiel;44199;Noisiel (Gare);68153;Noisiel (Gare);NOISIEL;77337;Noisiel;77;
48.9164642936,2.29463848545;"{""type"": ""Polygon"", ""coordinates"": [[[2.294310561485516, 48.917005400084676], [2.294686319568401, 48.916795371748414], [2.295085771824085, 48.91649661293969], [2.295393118357204, 48.91617135435403], [2.295345892407765, 48.91615265607011], [2.295305749717123, 48.91613707326585], [2.294979950420347, 48.91593457208493], [2.294790929578402, 48.915998331187865], [2.29386674921852, 48.91669387566161], [2.294310561485516, 48.917005400084676]]]}";285;Métro Gabriel-Péri - Asnières - Gennevilliers;43042;Gabriel Péri;72203;Gabriel Péri;GABRIEL PERI-ASNIERES-GENNEVILLIERS;92004;Asnières-sur-Seine;92;Non
48.6759498297,2.35247846833;"{""type"": ""Polygon"", ""coordinates"": [[[2.352928630822355, 48.675977896583916], [2.352854429276755, 48.67593370385498], [2.3526996191178, 48.67589859281092], [2.352235495112827, 48.67576850877688], [2.352108112398679, 48.67584016556399], [2.352423526754599, 48.6761388925253], [2.352928630822355, 48.675977896583916]]]}";775;Savigny-sur-Orge;43192;Savigny-sur-Orge (Gare);60987;Savigny-sur-Orge (Gare);SAVIGNY-SUR-ORGE;91589;Savigny-sur-Orge;91;non
48.8419066483,2.32061687768;"{""type"": ""Polygon"", ""coordinates"": [[[2.319844891387516, 48.841790657898585], [2.320181958925494, 48.841886533362974], [2.320156916232287, 48.841917167354666], [2.320691379345839, 48.84206868976901], [2.320822795846178, 48.84210941276905], [2.320968998778832, 48.842177346226215], [2.321005493225135, 48.8421715141305], [2.321100996962523, 48.842242907301525], [2.321227132946131, 48.8423392877022], [2.321259617434875, 48.84220842813856], [2.321272253786314, 48.84214418798599], [2.321243425718076, 48.84211325261889], [2.320809165171641, 48.84176581083863], [2.320695636516048, 48.84170631258766], [2.320625351906601, 48.84168250924285], [2.320472162181685, 48.8416491774282], [2.320167564698037, 48.841645565314], [2.320049346305562, 48.84168848390664], [2.319844891387516, 48.841790657898585]]]}";295;Paris-Montparnasse Dautry;43238;Gare Montparnasse TGV (Maine);71139;Gare Montparnasse TGV (Maine);GARE MONTPARNASSE;75115;Paris 15e;75;Non
48.8970442781,2.28038798428;"{""type"": ""Polygon"", ""coordinates"": [[[2.280868755053703, 48.89664255564541], [2.281268867998396, 48.896797211196855], [2.281325612635719, 48.89673370346354], [2.280925567841722, 48.896574137093175], [2.281201672645411, 48.89626883166598], [2.281097666766862, 48.8962485617287], [2.280867439045016, 48.89646819279638], [2.280533270752799, 48.896662641958805], [2.2795877091077, 48.89770554252178], [2.279824976408626, 48.89778555199378], [2.280868755053703, 48.89664255564541]]]}";641;Pont Levallois Becon;52354;Pont de Levallois - Bécon;72057;Pont de Levallois - Bécon;PONT DE LEVALLOIS-BECON;92044;Levallois-Perret;92;Non
48.8376971799,2.25606941294;"{""type"": ""Polygon"", ""coordinates"": [[[2.256018371115627, 48.837312354847384], [2.25581990325032, 48.837536392431716], [2.255706117486833, 48.837702096039], [2.255654362871895, 48.83785525881014], [2.255585139132256, 48.83803270299863], [2.255607762927166, 48.83821547913305], [2.256057038063217, 48.83818257977055], [2.256133552674177, 48.838159764488125], [2.256212603999808, 48.83809676193607], [2.256221050844985, 48.83792617139037], [2.256314219130521, 48.837716424418396], [2.256418022295304, 48.83760396961053], [2.256615621059463, 48.83744844463967], [2.256577930658752, 48.83736188016749], [2.256405953950002, 48.83709846038626], [2.256018371115627, 48.837312354847384]]]}";669;Porte Saint Cloud;44524;Porte de Saint-Cloud;71084;Porte de Saint-Cloud;PORTE DE SAINT-CLOUD;75116;Paris 16e;75;Partielle
48.8219638329,2.32475391514;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[2.324909069761518, 48.82172604029122], [2.324191452114192, 48.82065115693809], [2.324122618126214, 48.82067932328914], [2.324634472691621, 48.82150318508187], [2.324488736687693, 48.82158803162043], [2.324318959459358, 48.821702178004955], [2.324240344139092, 48.82181425902363], [2.324186870442469, 48.82194502372946], [2.324199402130463, 48.82211108263584], [2.32419937674975, 48.82220656533649], [2.324224514392072, 48.82224808254619], [2.324271667027293, 48.82225016396177], [2.324762081298086, 48.82214642857947], [2.324743254802645, 48.82200942919725], [2.324740131972446, 48.82192432466057], [2.324815597626512, 48.82183715191109], [2.324909069761518, 48.82172604029122]]], [[[2.325737792901513, 48.82275063251526], [2.325599502045744, 48.82210801646359], [2.325464002152652, 48.82213397101902], [2.325611152733039, 48.822747115907205], [2.325599095068072, 48.822773818879114], [2.325612923840013, 48.822819109647064], [2.325737792901513, 48.82275063251526]]], [[[2.325269625211273, 48.822952057731676], [2.325070051885326, 48.822214116176234], [2.324956280766876, 48.82223370106171], [2.325139513912107, 48.822981068734514], [2.325269625211273, 48.822952057731676]]]]}";681;Porte d'Orléans Reyer;426975;Porte d'Orléans - Ernest Reyer;70657;Porte d'Orléans;PORTE D'ORLEANS;92049;Montrouge;92;Non
48.8975283726,2.38714844996;"{""type"": ""Polygon"", ""coordinates"": [[[2.385682672125442, 48.89749946790456], [2.38574446385643, 48.8975542707343], [2.385860122660749, 48.89755728574986], [2.386820119662082, 48.89759610718486], [2.387843092454939, 48.89758923210587], [2.388304279550759, 48.89756858321142], [2.38830198640736, 48.897451124620375], [2.38593235842169, 48.89749486150764], [2.385682672125442, 48.89749946790456]]]}";664;Porte de la Villette;44518;Porte de La Villette;72430;Porte de La Villette;PORTE DE LA VILLETTE;75119;Paris 19e;75;Oui
48.6435123604,1.83187039164;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[1.832707348063369, 48.643561725387514], [1.832042505847155, 48.64308539333432], [1.831733835786286, 48.64326413290355], [1.832476810766485, 48.643718917152675], [1.832707348063369, 48.643561725387514]]], [[[1.831297926360744, 48.64370969743143], [1.831098009472969, 48.64358595850847], [1.830713349758116, 48.64386872100957], [1.830916250387732, 48.64397995410312], [1.831297926360744, 48.64370969743143]]]]}";697;Rambouillet;426895;Rambouillet (Gare);60665;Rambouillet (Gare);RAMBOUILLET;78269;Gazeran;78;Non
48.688375286,2.38205658387;"{""type"": ""Polygon"", ""coordinates"": [[[2.381509232190735, 48.6881001040807], [2.38257031658728, 48.688804902535566], [2.382676187292886, 48.688870244657764], [2.38270200534704, 48.688820417564806], [2.38265493002065, 48.68876750572229], [2.382245493618104, 48.68843296279411], [2.382243095565681, 48.68838159002864], [2.381734902774443, 48.688039300886054], [2.381520914349994, 48.68801603351297], [2.381509232190735, 48.6881001040807]]]}";366;Juvisy (Condorcet);45739;Juvisy (Gare);62737;Juvisy (Gare);JUVISY;91326;Juvisy-sur-Orge;91;non
48.5862353496,2.24076657501;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[2.240005494547062, 48.58620347217436], [2.240001062929607, 48.586137990175715], [2.239649259528876, 48.58615359422886], [2.239641153387894, 48.58621780601011], [2.240005494547062, 48.58620347217436]]], [[[2.241142155734954, 48.58621080425855], [2.241396378148584, 48.586195288112826], [2.241531187013088, 48.586200907836655], [2.241638595923676, 48.58621587297919], [2.241578813535929, 48.58618217012462], [2.241464533137805, 48.58614621641981], [2.241413208535961, 48.58612304019022], [2.240445329597125, 48.58617018111586], [2.240486472117845, 48.586202813847244], [2.240576289620055, 48.58624337293096], [2.241142155734954, 48.58621080425855]]], [[[2.241141757670328, 48.5864364375055], [2.241103685572491, 48.586371336585394], [2.240568370080099, 48.58639374596503], [2.24063507852787, 48.58644463034112], [2.241141757670328, 48.5864364375055]]]]}";24;Arpajon - Porte d'Etampes (en ville);43068;Arpajon (Gare);60072;Arpajon (Gare);ARPAJON;91207;Égly;91;Oui
48.8914726624,2.24150330016;"{""type"": ""Polygon"", ""coordinates"": [[[2.240780221812292, 48.8920258238508], [2.24264223482887, 48.89143917591166], [2.242235291143615, 48.890916679240796], [2.240354694790521, 48.89151153458441], [2.240780221812292, 48.8920258238508]]]}";377;La Défense Terminal Jules Verne;44930;Terminal Jules Verne;415520;Gambetta / Terminal Jules Verne;LA DEFENSE-GRANDE ARCHE;92026;Courbevoie;92;Non
48.9680325942,2.19361647214;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[2.194378653668721, 48.967691489745], [2.194222240022888, 48.967710425338915], [2.193769173945209, 48.96784300291725], [2.193662560120626, 48.96786655580752], [2.193328274376823, 48.967890004589904], [2.193174205766042, 48.96789753378897], [2.19299148716992, 48.96793484916829], [2.192854209104756, 48.96797818140347], [2.192668722666292, 48.968054023325735], [2.192784337477738, 48.96814902318178], [2.192834514964511, 48.96812937449974], [2.193179111994975, 48.968140258862405], [2.193219795860954, 48.96817336780914], [2.193826140205263, 48.96794474594525], [2.193849569432184, 48.967972027393586], [2.19444250195638, 48.967769009059985], [2.194378653668721, 48.967691489745]]], [[[2.194726653865439, 48.968322389156974], [2.194677066227661, 48.968277015978806], [2.193894967275143, 48.96862164723993], [2.19397706416944, 48.968652840025364], [2.194726653865439, 48.968322389156974]]]]}";193;Cormeilles en Parisis;43116;Cormeilles-en-Parisis (Gare);65399;Cormeilles-en-Parisis (Gare);CORMEILLES-EN-PARISIS;95257;La Frette-sur-Seine;95;Oui
48.7084809873,2.41527642598;"{""type"": ""Polygon"", ""coordinates"": [[[2.415365681558785, 48.70869379258641], [2.415713752278574, 48.70857668502951], [2.415665116289856, 48.7085644623989], [2.415602312829332, 48.70853892846907], [2.415522589635044, 48.70849852445701], [2.415465451507063, 48.708436483842675], [2.415448538957369, 48.708359370116206], [2.415465585557464, 48.708283070379565], [2.41504631745451, 48.708351532442066], [2.414899140164245, 48.708333779430276], [2.414820716307514, 48.708369542402814], [2.415294527631987, 48.70867436450321], [2.415365681558785, 48.70869379258641]]]}";854;Vigneux sur-Seine;45735;Vigneux-sur-Seine (Gare);63071;Vigneux-sur-Seine (Gare);VIGNEUX-SUR-SEINE;91657;Vigneux-sur-Seine;91;Non
48.930482448,2.28348953673;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[2.284177241894138, 48.93023811653033], [2.282383068099522, 48.929670607407864], [2.282346039435221, 48.92973700926343], [2.28413667080408, 48.93029973865151], [2.284177241894138, 48.93023811653033]]], [[[2.284142657846387, 48.93065192482891], [2.28398433354541, 48.93061052949445], [2.283297350924514, 48.931458245941485], [2.28336953874656, 48.93146105717164], [2.283453181531113, 48.93141872831412], [2.284142657846387, 48.93065192482891]]]]}";430;Les Courtilles-Asnières-Gennevilliers;42231;Asnières - Gennevilliers Les Courtilles;72286;Asnières - Gennevilliers Les Courtilles;LES COURTILLES-ASNIERES-GENNEVILLIERS;92004;Asnières-sur-Seine;92;
48.9050774724,2.32240192906;"{""type"": ""Polygon"", ""coordinates"": [[[2.322653843519075, 48.905109888323885], [2.322508442430428, 48.90510336851555], [2.322392491094276, 48.90504763699553], [2.32235133908848, 48.904999925199974], [2.32232624109578, 48.90493616136257], [2.322217343676054, 48.904891864528246], [2.322199830886746, 48.90495180911214], [2.322226729160745, 48.905069756231036], [2.322309093296749, 48.90514687102998], [2.322602331563726, 48.90519410959222], [2.322732309098555, 48.90516825637275], [2.322653843519075, 48.905109888323885]]]}";758;Saint-Ouen;43203;Saint-Ouen (Gare);72126;Saint-Ouen (Gare);SAINT-OUEN;93070;Saint-Ouen;93;
48.8009965384,2.40208956396;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[2.402455548808372, 48.801094613916256], [2.402196135094262, 48.800847737991894], [2.402090540696565, 48.8007577347727], [2.401993045863103, 48.80071536507589], [2.401952705033463, 48.800966454102124], [2.402056879584659, 48.80092890134875], [2.402367726105523, 48.801214109550955], [2.402455548808372, 48.801094613916256]]], [[[2.401865972115436, 48.800739477806076], [2.401802663733248, 48.8007315467375], [2.401769786546055, 48.80108547257927], [2.401906403207676, 48.801234646634555], [2.402298895658729, 48.8014364995684], [2.401961524291029, 48.80120255874359], [2.401836479493684, 48.801049636433746], [2.401865972115436, 48.800739477806076]]]]}";878;Vitry-sur-Seine;46375;Vitry-sur-Seine (Gare);70313;Vitry-sur-Seine (Gare);VITRY-SUR-SEINE;94081;Vitry-sur-Seine;94;
48.5265204613,2.65382730066;"{""type"": ""Polygon"", ""coordinates"": [[[2.654085149450756, 48.526427218792826], [2.654009829458444, 48.52642223271665], [2.653484078631295, 48.52652318887791], [2.653527767456068, 48.52660912008979], [2.653720343995785, 48.52660809254372], [2.654193451650646, 48.5265093652102], [2.654085149450756, 48.526427218792826]]]}";519;Melun Ermitage (sud des voies);426229;Place de L'Ermitage / Gare;61926;Melun (Gare);MELUN;77288;Melun;77;non
48.8981469055,2.12197245455;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[2.123141251047973, 48.897462197496694], [2.123058825698749, 48.89744796820561], [2.122813209301949, 48.89785191390961], [2.122853924895053, 48.89788854745024], [2.123141251047973, 48.897462197496694]]], [[[2.12159678873424, 48.89822451881608], [2.121509898324822, 48.89820268586681], [2.121135178231329, 48.898635960292175], [2.121126731236455, 48.89872825053354], [2.121147114330674, 48.898745053794414], [2.12159678873424, 48.89822451881608]]]]}";419;Le Vésinet-Le Pecq;43237;Vésinet - Le Pecq (Gare);64582;Vésinet - Le Pecq (Gare);LE VESINET-LE PECQ;78481;Le Pecq;78;
48.3800529346,2.94366795737;"{""type"": ""Polygon"", ""coordinates"": [[[2.943926869451392, 48.38015677112495], [2.943997623730025, 48.38015466154929], [2.944063567717015, 48.380138268224016], [2.944131161323272, 48.38008438439083], [2.943978212740799, 48.38000854428586], [2.943517813588057, 48.37994727115837], [2.943456344080064, 48.37995101598791], [2.943149432431474, 48.380006163204605], [2.943250571204411, 48.38003754824464], [2.943387165255932, 48.38011580969969], [2.943574223181439, 48.380120540315076], [2.943926869451392, 48.38015677112495]]]}";540;Montereau;47910;Montereau (Gare);61414;Montereau (Gare);MONTEREAU;77305;Montereau-Fault-Yonne;77;Non
48.4165440563,2.72600702077;"{""type"": ""Polygon"", ""coordinates"": [[[2.725444823350828, 48.41666948449442], [2.725542404566283, 48.41673109558452], [2.726312524748132, 48.41690890056879], [2.72651840525899, 48.416848938390764], [2.726238411338249, 48.41622235380708], [2.725889445513591, 48.416091581874205], [2.725444823350828, 48.41666948449442]]]}";271;Fontainebleau - Avon;413630;La Chatelaine;61579;Fontainebleau Avon;FONTAINEBLEAU-AVON;77014;Avon;77;oui
48.7881607097,2.04450179325;"{""type"": ""Polygon"", ""coordinates"": [[[2.045825484009091, 48.78880239214665], [2.045886928078862, 48.788632966685505], [2.045673348490717, 48.788495613766266], [2.044575851589668, 48.78800993653432], [2.044496632767158, 48.78808783515321], [2.043469119714297, 48.787675528546956], [2.043385040269273, 48.78766486087014], [2.042570391157671, 48.78731136387196], [2.042494196236273, 48.78734216636541], [2.042405088963713, 48.78737000960352], [2.042146451908703, 48.787333667886756], [2.042457529959227, 48.78745610263317], [2.042536202053604, 48.787408185636416], [2.045252623516518, 48.788577924749625], [2.045205940114392, 48.78863018254251], [2.045491476658749, 48.7887511764119], [2.045669241031853, 48.788838268865895], [2.045734712231954, 48.78880309471282], [2.045825484009091, 48.78880239214665]]]}";765;SQY Paul Delouvrier- interurbaine RD 10;43249;Saint-Quentin-en-Yvelines (Avenue des Prés);63812;Saint-Quentin-en-Yvelines (Gare);SAINT-QUENTIN-EN-YVELINES;78423;Montigny-le-Bretonneux;78;oui
48.833106799,2.28664545238;"{""type"": ""Polygon"", ""coordinates"": [[[2.287136847759565, 48.833034312600354], [2.287165209027614, 48.832785922706854], [2.286083573618684, 48.833185175653014], [2.286277969606376, 48.833407967372075], [2.287136847759565, 48.833034312600354]]]}";673;Porte de Versailles;49515;Porte de Versailles;71045;Porte de Versailles;PORTE DE VERSAILLES;75115;Paris 15e;75;
48.9911037176,2.1609926239;"{""type"": ""Polygon"", ""coordinates"": [[[2.161635271091706, 48.99095165248531], [2.161302095725964, 48.99070834473805], [2.160346732678513, 48.99126002977584], [2.160684624146099, 48.99149700268887], [2.161635271091706, 48.99095165248531]]]}";327;Herblay;47603;Herblay (Gare);65897;Herblay (Gare);HERBLAY;95306;Herblay;95;Oui
48.8382542707,2.49435002288;"{""type"": ""Polygon"", ""coordinates"": [[[2.494612896483095, 48.838370323916266], [2.494792270622488, 48.838459600548916], [2.494856238490442, 48.83840561716942], [2.494692786721921, 48.83817065406193], [2.494659258760111, 48.83814759597983], [2.494626619971579, 48.83813217985992], [2.494073373319483, 48.83809867855551], [2.494019840704435, 48.83811748875941], [2.493984922247791, 48.83814970251593], [2.493858250989888, 48.83827575880005], [2.4937147774604, 48.83835034573747], [2.494020783236586, 48.8383173751181], [2.494037826765934, 48.83834409777018], [2.494612896483095, 48.838370323916266]]]}";571;Nogent-Le-Perreux;46552;Nogent Le Perreux;71609;Nogent Le Perreux;NOGENT-LE-PERREUX;94058;Le Perreux-sur-Marne;94;Oui
48.8977596895,2.3456339006;"{""type"": ""Polygon"", ""coordinates"": [[[2.347052016848648, 48.89791923818973], [2.347086645200681, 48.89783928875695], [2.345972229121909, 48.89773088987232], [2.344987730651321, 48.89760343499102], [2.344837606945374, 48.89761296317354], [2.344748114391741, 48.89764342540292], [2.344592243552555, 48.89782807306974], [2.34497911207761, 48.89786801765473], [2.345103225416657, 48.89768527506409], [2.345946258244127, 48.89779560956413], [2.347052016848648, 48.89791923818973]]]}";662;Porte de Clignancourt;45533;Mont-Cenis;72059;Porte de Clignancourt;PORTE DE CLIGNANCOURT;75118;Paris 18e;75;
48.7951199727,2.64950684305;"{""type"": ""Polygon"", ""coordinates"": [[[2.649976848805767, 48.795399451865805], [2.650066401887574, 48.79535399687961], [2.650140435143352, 48.79529811756312], [2.650131228181293, 48.79520867885991], [2.649819137562046, 48.79506106354264], [2.649250468049025, 48.79488750125418], [2.649077569512455, 48.794882264777485], [2.648962028509199, 48.794834993161835], [2.648679247150807, 48.79462176571588], [2.648594270578861, 48.79467148811218], [2.649188424731857, 48.795100862341066], [2.649251074893537, 48.79514934017514], [2.64927531512612, 48.79516011931784], [2.649236404622223, 48.79518856041011], [2.649412331815701, 48.79527176819965], [2.649486621909471, 48.795345103801196], [2.649714849799056, 48.79542872262645], [2.649848035835986, 48.795422365760054], [2.649976848805767, 48.795399451865805]]]}";714;Roissy-en-Brie;46568;Roissy-en-Brie (Gare);67839;Roissy-en-Brie (Gare);ROISSY-EN-BRIE;77390;Roissy-en-Brie;77;oui
48.8407639895,2.55206610196;"{""type"": ""Polygon"", ""coordinates"": [[[2.553306340119855, 48.84054330462615], [2.55311892193105, 48.840540271726496], [2.553117186686442, 48.8405745304129], [2.551346562333366, 48.84056124040272], [2.551300723607772, 48.84052585179113], [2.551054862493152, 48.84052668037057], [2.550863823854402, 48.8406078192528], [2.550742665780384, 48.840695083138094], [2.550886561835405, 48.84089740752061], [2.550925223301802, 48.84092896239522], [2.550995631438499, 48.8409577809887], [2.551057511036499, 48.84097229038293], [2.553314236193985, 48.84096931662856], [2.553306340119855, 48.84054330462615]]]}";576;Noisy-le-Grand-Mont-d'Est;43173;Noisy-le-Grand Mont d'Est;412697;Noisy-le-Grand Mont d'Est;NOISY-LE-GRAND-MONT D'EST;93051;Noisy-le-Grand;93;Oui
48.977007953,2.39064849936;"{""type"": ""Polygon"", ""coordinates"": [[[2.389835942095173, 48.97760538519518], [2.391545033664404, 48.97660297917317], [2.391627392281838, 48.976483858021076], [2.391478267622959, 48.976378413780196], [2.38962594205274, 48.97751295324673], [2.389670551034363, 48.97765403299031], [2.389835942095173, 48.97760538519518]]]}";299;Garges-Sarcelles;43251;Garges Sarcelles;65582;Garges Sarcelles;GARGES-SARCELLES;95585;Sarcelles;95;Oui
48.7965736255,2.1359641156;"{""type"": ""Polygon"", ""coordinates"": [[[2.137354320115925, 48.79628710602843], [2.137418727711843, 48.7962600071834], [2.137217746089282, 48.79604152478227], [2.136593900007876, 48.795953253583804], [2.136360580600385, 48.79594775962858], [2.135927963128346, 48.79614453036478], [2.135877478874364, 48.796180522744386], [2.135652305698039, 48.796826628297055], [2.135289214353009, 48.79678148523704], [2.135143476128516, 48.79688133155982], [2.135130752570416, 48.79695358275228], [2.135108030466534, 48.79698077336431], [2.135580778460827, 48.79719955932494], [2.135728728604086, 48.79712923764304], [2.135846290531542, 48.797045012247885], [2.135928479834487, 48.796975999273464], [2.135988745236595, 48.79692586582679], [2.135821956364371, 48.79681796864501], [2.135880191234665, 48.79669464443016], [2.136032821861038, 48.79626549273531], [2.136058162899876, 48.796214273891295], [2.136168534384955, 48.79616176557684], [2.136386078479229, 48.796075763615484], [2.136436926299699, 48.79605043001418], [2.136520608219157, 48.79604342012003], [2.136779245131896, 48.796086219414626], [2.137104133833723, 48.79613044899044], [2.137219006812411, 48.79615412366371], [2.137354320115925, 48.79628710602843]]]}";849;Versailles-Chantiers;43219;Versailles Chantiers;63880;Versailles Chantiers;VERSAILLES-CHANTIERS;78646;Versailles;78;Non
48.9757323636,2.64303492261;"{""type"": ""Polygon"", ""coordinates"": [[[2.643221417644859, 48.976129906633986], [2.64370268129908, 48.975837265984595], [2.642985927222876, 48.975369759051354], [2.642523190049159, 48.97549114852001], [2.642351132235282, 48.975599127943106], [2.642998696669162, 48.9760364549995], [2.643027043725973, 48.97601369888694], [2.643221417644859, 48.976129906633986]]]}";536;Mitry-Claye;43164;Mitry Claye;69065;Mitry Claye;MITRY-CLAYE;77294;Mitry-Mory;77;oui
48.7721269573,2.50646868769;"{""type"": ""Polygon"", ""coordinates"": [[[2.505417384723331, 48.77282397424406], [2.505517816542143, 48.772853759181224], [2.505837503775767, 48.77225204316629], [2.506397018712227, 48.77207930859173], [2.506468930313853, 48.77208912411754], [2.50669105654373, 48.772661165083306], [2.506930030643537, 48.77266976693802], [2.506985319399762, 48.7716952766931], [2.50689598421704, 48.771700619198], [2.506804507432514, 48.77162789962548], [2.506805011118365, 48.771574596594185], [2.506534288954544, 48.77157347859163], [2.506409187502872, 48.77170622407925], [2.506405240031398, 48.77189414137813], [2.505759067317878, 48.77208921132539], [2.505583766120346, 48.772458532059126], [2.505417384723331, 48.77282397424406]]]}";800;Sucy-Bonneuil TCSP Ouest;58792;Sucy Bonneuil;72929;Sucy Bonneuil;SUCY-BONNEUIL;94071;Sucy-en-Brie;94;Oui
48.6366253669,2.40750135023;"{""type"": ""Polygon"", ""coordinates"": [[[2.408255279373219, 48.63672556679681], [2.408426290062129, 48.63659123300021], [2.408369655737706, 48.63651860087869], [2.40826380243506, 48.63647999498941], [2.408042636032522, 48.636476992896256], [2.407875316324072, 48.636538992711365], [2.407338189928237, 48.63653251424757], [2.407023027021851, 48.63645859420286], [2.406842011402047, 48.63646150075372], [2.406654065234853, 48.636569092559505], [2.406643677487693, 48.636725167388434], [2.407123031250553, 48.636759921163865], [2.408065323522787, 48.636756990480464], [2.408255279373219, 48.63672556679681]]]}";585;Ris-Orangis - Bois de l'Epine;48489;Orangis Bois de L'Épine;60542;Orangis Bois de L'Épine;ORANGIS-BOIS DE L'EPINE;91521;Ris-Orangis;91;Non
48.894989582,2.4784557841;"{""type"": ""Polygon"", ""coordinates"": [[[2.477946264234991, 48.89511845731949], [2.478408779688579, 48.89505860740993], [2.478974096350837, 48.894823126366916], [2.478945441920812, 48.89480158644154], [2.478353217201801, 48.89502148472646], [2.478089339666066, 48.895065544173555], [2.478002601832125, 48.89507825287366], [2.477919617256865, 48.895076701340415], [2.477946264234991, 48.89511845731949]]]}";80;Bondy;43096;Bondy (Gare);72037;Bondy (Gare);BONDY;93010;Bondy;93;
48.681225973,2.5336360132;"{""type"": ""Polygon"", ""coordinates"": [[[2.53433732762077, 48.68104489911794], [2.534208827233317, 48.68094587060903], [2.533999720216131, 48.68093934194055], [2.533822802554448, 48.680950073741506], [2.533545920525017, 48.6810475175861], [2.532755814660606, 48.68138712485337], [2.532813193201701, 48.6814815920752], [2.533221256476094, 48.681424646058225], [2.533248663061079, 48.68149472072966], [2.534129910658109, 48.68133252874594], [2.53433732762077, 48.68104489911794]]]}";95;Boussy-Saint-Antoine;47924;Boussy-Saint-Antoine (Gare);62596;Boussy-Saint-Antoine (Gare);BOUSSY-SAINT-ANTOINE;91514;Quincy-sous-Sénart;91;oui
